WellName,X_m,Y_m,Z_m
14-28 ST1,321425.06,4382230.998,1043.789612
14-28 ST1,321425.06,4382230.998,1043.94201
14-28 ST1,321425.06,4382230.997,1044.094409
14-28 ST1,321425.06,4382230.997,1044.246807
14-28 ST1,321425.06,4382230.996,1044.399206
14-28 ST1,321425.06,4382230.996,1044.551604
14-28 ST1,321425.06,4382230.995,1044.704002
14-28 ST1,321425.06,4382230.994,1044.856401
14-28 ST1,321425.06,4382230.994,1045.008799
14-28 ST1,321425.06,4382230.993,1045.161198
14-28 ST1,321425.06,4382230.993,1045.313596
14-28 ST1,321425.06,4382230.992,1045.465995
14-28 ST1,321425.06,4382231,1043.484815
14-28 ST1,321425.06,4382231.009,1041.04644
14-28 ST1,321425.06,4382231.011,1040.436846
14-28 ST1,321425.06,4382231.011,1040.589244
14-28 ST1,321425.06,4382231.01,1040.741643
14-28 ST1,321425.06,4382231.01,1040.894041
14-28 ST1,321425.06,4382231.008,1041.198838
14-28 ST1,321425.06,4382231.008,1041.351237
14-28 ST1,321425.06,4382231.004,1042.418026
14-28 ST1,321425.06,4382231.003,1042.570424
14-28 ST1,321425.06,4382231.003,1042.722823
14-28 ST1,321425.06,4382231.002,1042.875221
14-28 ST1,321425.06,4382231.001,1043.180018
14-28 ST1,321425.06,4382231.001,1043.02762
14-28 ST1,321425.06,4382231,1043.332416
58-29,320621.9829,4381422.966,1247.643936
14-28 ST1,321425.06,4382231.007,1041.503635
14-28 ST1,321425.06,4382231.007,1041.656034
14-28 ST1,321425.06,4382231.006,1041.808432
14-28 ST1,321425.06,4382231.005,1041.96083
14-28 ST1,321425.06,4382231.005,1042.113229
14-28 ST1,321425.06,4382231.004,1042.265627
14-28 ST1,321425.06,4382231.019,1038.455666
14-28 ST1,321425.06,4382231.018,1038.608065
14-28 ST1,321425.06,4382231.018,1038.760463
14-28 ST1,321425.06,4382231.017,1038.912862
14-28 ST1,321425.06,4382231.017,1039.06526
14-28 ST1,321425.06,4382231.016,1039.217658
14-28 ST1,321425.06,4382231.012,1040.284448
14-28 ST1,321425.06,4382231.032,1035.1029
14-28 ST1,321425.06,4382231.031,1035.255299
14-28 ST1,321425.06,4382231.031,1035.407697
14-28 ST1,321425.06,4382231.03,1035.560096
14-28 ST1,321425.06,4382231.029,1035.712494
14-28 ST1,321425.06,4382231.029,1035.864893
14-28 ST1,321425.06,4382231.028,1036.017291
14-28 ST1,321425.06,4382231.02,1038.303268
14-28 ST1,321425.06,4382231.015,1039.370057
14-28 ST1,321425.06,4382231.015,1039.522455
14-28 ST1,321425.06,4382231.014,1039.674854
14-28 ST1,321425.06,4382231.014,1039.827252
14-28 ST1,321425.06,4382231.013,1039.979651
14-28 ST1,321425.06,4382231.013,1040.132049
14-28 ST1,321425.06,4382231.027,1036.322088
14-28 ST1,321425.06,4382231.028,1036.169689
14-28 ST1,321425.06,4382231.027,1036.474486
14-28 ST1,321425.06,4382231.026,1036.626885
14-28 ST1,321425.06,4382231.025,1036.779283
14-28 ST1,321425.06,4382231.025,1036.931682
14-28 ST1,321425.06,4382231.024,1037.08408
14-28 ST1,321425.06,4382231.024,1037.236479
14-28 ST1,321425.06,4382231.023,1037.388877
14-28 ST1,321425.06,4382231.022,1037.541275
14-28 ST1,321425.06,4382231.022,1037.693674
14-28 ST1,321425.06,4382231.021,1037.846072
14-28 ST1,321425.06,4382231.021,1037.998471
14-28 ST1,321425.06,4382231.02,1038.150869
14-28 ST1,321425.06,4382231.04,1032.969322
14-28 ST1,321425.06,4382231.039,1033.121721
14-28 ST1,321425.06,4382231.039,1033.274119
14-28 ST1,321425.06,4382231.038,1033.426517
14-28 ST1,321425.06,4382231.038,1033.578916
14-28 ST1,321425.06,4382231.037,1033.731314
14-28 ST1,321425.06,4382231.037,1033.883713
14-28 ST1,321425.06,4382231.036,1034.036111
44-19 ST1,318945.0056,4383853.989,1248.344976
44-19 ST1,318945.0028,4383853.994,1254.629952
14-28 ST1,321425.06,4382231.044,1031.902533
14-28 ST1,321425.06,4382231.044,1032.054931
14-28 ST1,321425.06,4382231.043,1032.20733
14-28 ST1,321425.06,4382231.042,1032.359728
14-28 ST1,321425.06,4382231.042,1032.512127
14-28 ST1,321425.06,4382231.041,1032.664525
14-28 ST1,321425.06,4382231.041,1032.816924
14-28 ST1,321425.06,4382231.035,1034.18851
14-28 ST1,321425.06,4382231.035,1034.340908
14-28 ST1,321425.06,4382231.034,1034.493307
14-28 ST1,321425.06,4382231.034,1034.645705
14-28 ST1,321425.06,4382231.033,1034.798103
14-28 ST1,321425.06,4382231.032,1034.950502
36-17,320279,4385056.335,1208.535048
44-19 ST1,318945.003,4383853.994,1254.187992
14-28 ST1,321425.06,4382231.045,1031.750135
14-28 ST1,321425.06,4382231.048,1030.988142
14-28 ST1,321425.06,4382231.047,1031.140541
14-28 ST1,321425.06,4382231.045,1031.597736
14-28 ST1,321425.06,4382231.046,1031.445338
14-28 ST1,321425.06,4382231.046,1031.292939
14-28 ST1,321425.06,4382231.048,1030.835744
44-19 ST1,318945.001,4383853.998,1258.598448
14-28 ST1,321425.06,4382231.052,1029.768955
14-28 ST1,321425.06,4382231.052,1029.921353
14-28 ST1,321425.06,4382231.051,1030.073752
14-28 ST1,321425.06,4382231.051,1030.22615
14-28 ST1,321425.06,4382231.05,1030.378549
14-28 ST1,321425.06,4382231.049,1030.530947
14-28 ST1,321425.06,4382231.049,1030.683345
58-29,320621.9819,4381422.964,1247.34828
58-29,320621.9952,4381422.99,1251.536232
44-19 ST1,318945.0019,4383853.996,1256.73612
14-28 ST1,321425.06,4382231.068,1025.654197
14-28 ST1,321425.06,4382231.068,1025.806595
14-28 ST1,321425.06,4382231.067,1025.958994
14-28 ST1,321425.06,4382231.066,1026.111392
14-28 ST1,321425.06,4382231.066,1026.26379
14-28 ST1,321425.06,4382231.065,1026.416189
14-28 ST1,321425.06,4382231.063,1026.873384
14-28 ST1,321425.06,4382231.065,1026.568587
14-28 ST1,321425.06,4382231.063,1027.025783
14-28 ST1,321425.06,4382231.064,1026.720986
14-28 ST1,321425.06,4382231.062,1027.178181
14-28 ST1,321425.06,4382231.062,1027.33058
14-28 ST1,321425.06,4382231.061,1027.482978
14-28 ST1,321425.06,4382231.061,1027.635376
14-28 ST1,321425.06,4382231.06,1027.787775
14-28 ST1,321425.06,4382231.059,1027.940173
14-28 ST1,321425.06,4382231.059,1028.092572
14-28 ST1,321425.06,4382231.058,1028.24497
14-28 ST1,321425.06,4382231.058,1028.397369
14-28 ST1,321425.06,4382231.057,1028.549767
44-19 ST1,318945.0134,4383853.973,1230.651336
44-19 ST1,318945.0033,4383853.993,1253.514384
14-28 ST1,321425.06,4382231.069,1025.501798
58-29,320621.9933,4381422.987,1250.941872
14-28 ST1,321425.06,4382231.056,1028.702166
14-28 ST1,321425.06,4382231.053,1029.616556
58-29,320621.9848,4381422.97,1248.24744
14-28 ST1,321425.06,4382231.073,1024.435009
14-28 ST1,321425.06,4382231.072,1024.587408
14-28 ST1,321425.06,4382231.072,1024.739806
14-28 ST1,321425.06,4382231.071,1024.892204
14-28 ST1,321425.06,4382231.07,1025.044603
14-28 ST1,321425.06,4382231.07,1025.197001
14-28 ST1,321425.06,4382231.069,1025.3494
14-28 ST1,321425.06,4382231.073,1024.282611
14-28 ST1,321425.06,4382231.056,1028.854564
14-28 ST1,321425.06,4382231.055,1029.006962
14-28 ST1,321425.06,4382231.055,1029.159361
14-28 ST1,321425.06,4382231.054,1029.311759
14-28 ST1,321425.06,4382231.054,1029.464158
58-29,320621.9714,4381422.943,1244.047296
14-28 ST1,321425.06,4382231.077,1023.36822
14-28 ST1,321425.06,4382231.076,1023.520618
14-28 ST1,321425.06,4382231.076,1023.673017
14-28 ST1,321425.06,4382231.075,1023.825415
14-28 ST1,321425.06,4382231.074,1024.130212
14-28 ST1,321425.06,4382231.075,1023.977814
58-29,320621.9905,4381422.981,1250.039664
14-28 ST1,321425.06,4382231.081,1022.301431
14-28 ST1,321425.06,4382231.08,1022.453829
14-28 ST1,321425.06,4382231.08,1022.606228
14-28 ST1,321425.06,4382231.079,1022.758626
14-28 ST1,321425.06,4382231.079,1022.911025
14-28 ST1,321425.06,4382231.078,1023.063423
14-28 ST1,321425.06,4382231.078,1023.215822
44-19 ST1,318945.013,4383853.974,1231.565736
44-21,321973,4383844,1149.5532
14-28 ST1,321425.06,4382231.089,1020.167853
14-28 ST1,321425.06,4382231.089,1020.320251
14-28 ST1,321425.06,4382231.088,1020.472649
14-28 ST1,321425.06,4382231.087,1020.625048
14-28 ST1,321425.06,4382231.087,1020.777446
14-28 ST1,321425.06,4382231.086,1020.929845
14-28 ST1,321425.06,4382231.086,1021.082243
14-28 ST1,321425.06,4382231.085,1021.234642
14-28 ST1,321425.06,4382231.082,1022.149032
14-28 ST1,321425.06,4382231.085,1021.38704
14-28 ST1,321425.06,4382231.084,1021.539439
14-28 ST1,321425.06,4382231.083,1021.691837
14-28 ST1,321425.06,4382231.083,1021.844236
14-28 ST1,321425.06,4382231.082,1021.996634
58-29,320621.9743,4381422.949,1244.946456
44-19 ST1,318945.0018,4383853.996,1256.973864
44-19 ST1,318945.0004,4383853.999,1259.985288
14-28 ST1,321425.06,4382231.102,1016.967485
14-28 ST1,321425.06,4382231.101,1017.119884
14-28 ST1,321425.06,4382231.1,1017.424681
14-28 ST1,321425.06,4382231.099,1017.577079
14-28 ST1,321425.06,4382231.1,1017.272282
14-28 ST1,321425.06,4382231.099,1017.729477
14-28 ST1,321425.06,4382231.098,1017.881876
14-28 ST1,321425.06,4382231.093,1019.253462
14-28 ST1,321425.06,4382231.092,1019.40586
14-28 ST1,321425.06,4382231.092,1019.558259
14-28 ST1,321425.06,4382231.091,1019.710657
14-28 ST1,321425.06,4382231.09,1019.863056
14-28 ST1,321425.06,4382231.09,1020.015454
44-19 ST1,318945.0086,4383853.983,1241.48088
44-19 ST1,318945.0021,4383853.996,1256.260632
44-19 ST1,318945.0002,4383854,1260.45468
14-28 ST1,321425.06,4382231.102,1016.815087
14-28 ST1,321425.06,4382231.093,1019.101063
44-19 ST1,318945.012,4383853.976,1233.854784
44-19 ST1,318945.0101,4383853.98,1238.106744
14-28 ST1,321425.06,4382231.106,1015.900696
14-28 ST1,321425.06,4382231.105,1016.053095
14-28 ST1,321425.06,4382231.104,1016.205493
14-28 ST1,321425.06,4382231.104,1016.357891
14-28 ST1,321425.06,4382231.103,1016.662688
14-28 ST1,321425.06,4382231.103,1016.51029
14-28 ST1,321425.06,4382231.097,1018.034274
14-28 ST1,321425.06,4382231.097,1018.186673
14-28 ST1,321425.06,4382231.096,1018.339071
14-28 ST1,321425.06,4382231.096,1018.49147
14-28 ST1,321425.06,4382231.095,1018.643868
14-28 ST1,321425.06,4382231.095,1018.796267
14-28 ST1,321425.06,4382231.094,1018.948665
44-19 ST1,318945.0064,4383853.987,1246.397304
14-28 ST1,321425.06,4382231.11,1014.833907
14-28 ST1,321425.06,4382231.109,1014.986305
14-28 ST1,321425.06,4382231.109,1015.138704
14-28 ST1,321425.06,4382231.108,1015.291102
14-28 ST1,321425.06,4382231.107,1015.443501
14-28 ST1,321425.06,4382231.107,1015.595899
14-28 ST1,321425.06,4382231.106,1015.748298
44-19 ST1,318945.0163,4383853.967,1224.095088
44-19 ST1,318945.0069,4383853.986,1245.312216
44-19 ST1,318945.0016,4383853.997,1257.431064
14-28 ST1,321425.06,4382231.118,1012.700329
14-28 ST1,321425.06,4382231.117,1012.852727
14-28 ST1,321425.06,4382231.117,1013.005126
14-28 ST1,321425.06,4382231.116,1013.157524
14-28 ST1,321425.06,4382231.116,1013.309923
14-28 ST1,321425.06,4382231.115,1013.462321
14-28 ST1,321425.06,4382231.114,1013.614719
14-28 ST1,321425.06,4382231.114,1013.767118
14-28 ST1,321425.06,4382231.113,1013.919516
14-28 ST1,321425.06,4382231.113,1014.071915
14-28 ST1,321425.06,4382231.112,1014.224313
14-28 ST1,321425.06,4382231.111,1014.376712
14-28 ST1,321425.06,4382231.11,1014.681509
14-28 ST1,321425.06,4382231.111,1014.52911
58-29,320621.9943,4381422.989,1251.23448
44-19 ST1,318945.0117,4383853.977,1234.461336
44-19 ST1,318945.0037,4383853.993,1252.648752
44-19 ST1,318945.0215,4383853.957,1212.424296
44-19 ST1,318945.0146,4383853.971,1228.05444
44-19 ST1,318945.0094,4383853.981,1239.795336
44-19 ST1,318945.0069,4383853.986,1245.464616
44-19 ST1,318945.0183,4383853.963,1219.498704
44-19 ST1,318945.0122,4383853.976,1233.394536
14-28 ST1,321425.06,4382231.121,1011.785938
14-28 ST1,321425.06,4382231.12,1012.090735
14-28 ST1,321425.06,4382231.121,1011.938336
14-28 ST1,321425.06,4382231.119,1012.395532
14-28 ST1,321425.06,4382231.12,1012.243133
14-28 ST1,321425.06,4382231.119,1012.54793
14-28 ST1,321425.06,4382231.126,1010.56675
14-28 ST1,321425.06,4382231.126,1010.719149
14-28 ST1,321425.06,4382231.125,1010.871547
14-28 ST1,321425.06,4382231.124,1011.023946
14-28 ST1,321425.06,4382231.124,1011.176344
14-28 ST1,321425.06,4382231.123,1011.328743
14-28 ST1,321425.06,4382231.123,1011.481141
14-28 ST1,321425.06,4382231.122,1011.63354
44-19 ST1,318945.0198,4383853.96,1216.270872
58-29,320621.9857,4381422.971,1248.546144
58-29,320621.9971,4381422.994,1252.127544
44-19 ST1,318945.0111,4383853.978,1235.97924
44-19 ST1,318945.0023,4383853.995,1255.785144
14-28 ST1,321425.06,4382231.13,1009.499961
14-28 ST1,321425.06,4382231.13,1009.65236
14-28 ST1,321425.06,4382231.129,1009.804758
14-28 ST1,321425.06,4382231.128,1009.957157
14-28 ST1,321425.06,4382231.128,1010.109555
14-28 ST1,321425.06,4382231.127,1010.261954
14-28 ST1,321425.06,4382231.127,1010.414352
58-29,320621.9704,4381422.941,1243.745544
44-19 ST1,318945.0081,4383853.984,1242.718368
44-19 ST1,318945.0062,4383853.988,1246.903272
44-19 ST1,318945.0013,4383853.997,1258.12296
44-19 ST1,318945.0007,4383853.999,1259.299488
14-28 ST1,321425.06,4382231.134,1008.433172
14-28 ST1,321425.06,4382231.134,1008.585571
14-28 ST1,321425.06,4382231.133,1008.737969
14-28 ST1,321425.06,4382231.133,1008.890368
14-28 ST1,321425.06,4382231.132,1009.042766
14-28 ST1,321425.06,4382231.131,1009.195164
14-28 ST1,321425.06,4382231.131,1009.347563
44-19 ST1,318945.0109,4383853.978,1236.28404
44-19 ST1,318945.0081,4383853.984,1242.56292
44-19 ST1,318945.0047,4383853.991,1250.3658
14-28 ST1,321425.06,4382231.138,1007.366383
14-28 ST1,321425.06,4382231.136,1007.975977
14-28 ST1,321425.06,4382231.137,1007.823578
14-28 ST1,321425.06,4382231.138,1007.518782
14-28 ST1,321425.06,4382231.135,1008.128375
14-28 ST1,321425.06,4382231.135,1008.280774
14-28 ST1,321425.06,4382231.137,1007.67118
44-19 ST1,318945.0087,4383853.983,1241.32848
44-19 ST1,318945.0177,4383853.965,1220.873352
44-19 ST1,318945.0058,4383853.988,1247.778048
58-29,320621.959,4381422.918,1240.145856
14-28 ST1,321425.06,4382231.139,1007.213985
58-29,320621.9962,4381422.992,1251.834936
44-19 ST1,318945.0127,4383853.975,1232.33688
58-29,320621.9733,4381422.947,1244.644704
44-19 ST1,318945.0079,4383853.984,1243.181664
44-19 ST1,318945.005,4383853.99,1249.768392
44-19 ST1,318945.0038,4383853.992,1252.426248
14-28 ST1,321425.06,4382231.147,1005.232805
14-28 ST1,321425.06,4382231.146,1005.385203
14-28 ST1,321425.06,4382231.145,1005.537602
14-28 ST1,321425.06,4382231.145,1005.69
14-28 ST1,321425.06,4382231.144,1005.842399
14-28 ST1,321425.06,4382231.144,1005.994797
14-28 ST1,321425.06,4382231.143,1006.147196
14-28 ST1,321425.06,4382231.143,1006.299594
14-28 ST1,321425.06,4382231.142,1006.451992
14-28 ST1,321425.06,4382231.141,1006.604391
14-28 ST1,321425.06,4382231.141,1006.756789
14-28 ST1,321425.06,4382231.14,1006.909188
14-28 ST1,321425.06,4382231.14,1007.061586
58-29,320621.9867,4381422.973,1248.847896
44-19 ST1,318945.0107,4383853.979,1236.738192
44-19 ST1,318945.0066,4383853.987,1246.077264
44-19 ST1,318945.0052,4383853.99,1249.110024
44-19 ST1,318945.0057,4383853.989,1248.149904
58-29,320621.9456,4381422.891,1235.939616
58-29,320621.9685,4381422.937,1243.148136
58-29,320621.9695,4381422.939,1243.449888
58-29,320621.98,4381422.96,1246.747824
44-19 ST1,318945.0144,4383853.971,1228.35924
44-19 ST1,318945.009,4383853.982,1240.563432
44-19 ST1,318945.0067,4383853.987,1245.924864
44-19 ST1,318945.0022,4383853.996,1256.01984
44-19 ST1,318945.0012,4383853.998,1258.357656
44-19 ST1,318945.0084,4383853.983,1241.944176
44-19 ST1,318945.0071,4383853.986,1244.858064
58-29,320621.9466,4381422.893,1236.241368
44-19 ST1,318945.0216,4383853.957,1212.119496
44-19 ST1,318945.0041,4383853.992,1251.685584
44-19 ST1,318945.0131,4383853.974,1231.416384
44-19 ST1,318945.0088,4383853.982,1241.02368
44-19 ST1,318945.0029,4383853.994,1254.4044
44-19 ST1,318945.0014,4383853.997,1257.900456
44-19 ST1,318945.0003,4383853.999,1260.219984
58-29,320621.9924,4381422.985,1250.637072
44-19 ST1,318945.0121,4383853.976,1233.705432
44-19 ST1,318945.002,4383853.996,1256.495328
58-29,320621.9657,4381422.931,1242.245928
44-19 ST1,318945.0117,4383853.977,1234.616784
44-19 ST1,318945.0173,4383853.965,1221.952344
44-19 ST1,318945.0092,4383853.982,1240.255584
44-19 ST1,318945.0073,4383853.985,1244.553264
44-19 ST1,318945.0218,4383853.956,1211.659248
44-19 ST1,318945.0193,4383853.961,1217.343768
44-19 ST1,318945.0169,4383853.966,1222.711296
44-19 ST1,318945.0043,4383853.991,1251.304584
58-29,320621.9771,4381422.954,1245.845616
58-29,320621.9876,4381422.975,1249.140504
44-19 ST1,318945.0043,4383853.991,1251.225336
44-19 ST1,318945.0039,4383853.992,1252.252512
58-29,320621.9886,4381422.977,1249.439208
44-19 ST1,318945.0154,4383853.969,1226.07324
44-19 ST1,318945.006,4383853.988,1247.418384
44-19 ST1,318945.0015,4383853.997,1257.671856
44-19 ST1,318945.0009,4383853.998,1258.827048
58-29,320621.9791,4381422.958,1246.44912
44-19 ST1,318945.0149,4383853.97,1227.298536
44-19 ST1,318945.0154,4383853.969,1226.22564
44-19 ST1,318945.0071,4383853.986,1245.007416
44-19 ST1,318945.0164,4383853.967,1223.942688
44-19 ST1,318945.0118,4383853.976,1234.308936
44-19 ST1,318945.0088,4383853.982,1241.17608
44-19 ST1,318945.0057,4383853.989,1247.970072
44-19 ST1,318945.0044,4383853.991,1251.030264
44-19 ST1,318945.0024,4383853.995,1255.5474
58-29,320621.9628,4381422.926,1241.346768
44-19 ST1,318945.0106,4383853.979,1236.890592
44-19 ST1,318945.0103,4383853.979,1237.652592
44-19 ST1,318945.0067,4383853.987,1245.769416
58-29,320621.9752,4381422.95,1245.248208
58-29,320621.9619,4381422.924,1241.045016
44-19 ST1,318945.0203,4383853.959,1215.042528
44-19 ST1,318945.0135,4383853.973,1230.343488
44-19 ST1,318945.0102,4383853.98,1237.954344
44-19 ST1,318945.0083,4383853.983,1242.099624
44-19 ST1,318945.0053,4383853.989,1248.914952
44-19 ST1,318945.0025,4383853.995,1255.321848
44-19 ST1,318945.0138,4383853.972,1229.736936
44-19 ST1,318945.0128,4383853.974,1232.03208
44-19 ST1,318945.0026,4383853.995,1255.081056
44-19 ST1,318945.0006,4383853.999,1259.531136
44-19 ST1,318945.0178,4383853.964,1220.720952
44-19 ST1,318945.0164,4383853.967,1223.78724
44-19 ST1,318945.0114,4383853.977,1235.226384
44-19 ST1,318945.0064,4383853.987,1246.567992
44-19 ST1,318945.0167,4383853.967,1223.174592
44-19 ST1,318945.0052,4383853.99,1249.302048
14-28,321425.06,4382231.005,1042.113229
14-28,321425.06,4382231.005,1042.265627
58-29,320621.9914,4381422.983,1250.33532
44-19 ST1,318945.0219,4383853.956,1211.5038
44-19 ST1,318945.0175,4383853.965,1221.336648
44-19 ST1,318945.0139,4383853.972,1229.432136
44-19 ST1,318945.0098,4383853.98,1238.868744
44-19 ST1,318945.0045,4383853.991,1250.73156
44-19 ST1,318945.0035,4383853.993,1253.081568
44-19 ST1,318945.0189,4383853.962,1218.267312
44-19 ST1,318945.0165,4383853.967,1223.631792
44-19 ST1,318945.0119,4383853.976,1234.156536
44-19 ST1,318945.0054,4383853.989,1248.725976
44-19 ST1,318945.0034,4383853.993,1253.288832
36-17,320279.384,4385056.68,1159.465296
44-19 ST1,318945.0125,4383853.975,1232.64168
44-19 ST1,318945.0116,4383853.977,1234.769184
44-19 ST1,318945.0115,4383853.977,1234.921584
44-19 ST1,318945.0063,4383853.987,1246.726488
44-19 ST1,318945.0061,4383853.988,1247.247696
44-19 ST1,318945.015,4383853.97,1226.996784
44-19 ST1,318945.0158,4383853.968,1225.314288
44-19 ST1,318945.0077,4383853.985,1243.638864
44-19 ST1,318945.0001,4383854,1260.680232
44-19 ST1,318945.0234,4383853.953,1208.111376
44-19 ST1,318945.0176,4383853.965,1221.184248
58-29,320621.8096,4381422.619,1193.206656
44-19 ST1,318945.0104,4383853.979,1237.347792
44-19 ST1,318945.0089,4383853.982,1240.87128
